index,actual,predicted,probability,cumulative_pos,cost,revenue,profit
9659,0.0,0.0,0.0,1596,38636,23940,-14696
9660,0.0,0.0,0.0,1596,38640,23940,-14700
9661,0.0,0.0,0.0,1596,38644,23940,-14704
9662,0.0,0.0,0.0,1596,38648,23940,-14708
9663,0.0,0.0,0.0,1596,38652,23940,-14712
9664,0.0,0.0,0.0,1596,38656,23940,-14716
9665,0.0,0.0,0.0,1596,38660,23940,-14720
9666,0.0,0.0,0.0,1596,38664,23940,-14724
9667,1.0,1.0,1.0,1597,38668,23955,-14713
9668,1.0,1.0,1.0,1598,38672,23970,-14702
9669,1.0,0.0,0.3333333333333333,1599,38676,23985,-14691
9670,1.0,1.0,1.0,1600,38680,24000,-14680
9671,0.0,0.0,0.0,1600,38684,24000,-14684
9672,1.0,1.0,1.0,1601,38688,24015,-14673
9673,0.0,0.0,0.0,1601,38692,24015,-14677
9674,0.0,0.0,0.0,1601,38696,24015,-14681
9675,0.0,0.0,0.0,1601,38700,24015,-14685
9676,0.0,0.0,0.0,1601,38704,24015,-14689
9677,0.0,0.0,0.0,1601,38708,24015,-14693
9678,0.0,0.0,0.0,1601,38712,24015,-14697
9679,0.0,0.0,0.0,1601,38716,24015,-14701
9680,0.0,0.0,0.0,1601,38720,24015,-14705
9681,1.0,1.0,1.0,1602,38724,24030,-14694
9682,0.0,0.0,0.0,1602,38728,24030,-14698
9683,0.0,0.0,0.0,1602,38732,24030,-14702
9684,0.0,0.0,0.0,1602,38736,24030,-14706
9685,0.0,0.0,0.0,1602,38740,24030,-14710
9686,0.0,0.0,0.0,1602,38744,24030,-14714
9687,1.0,1.0,1.0,1603,38748,24045,-14703
9688,0.0,0.0,0.0,1603,38752,24045,-14707
9689,0.0,0.0,0.0,1603,38756,24045,-14711
9690,0.0,0.0,0.0,1603,38760,24045,-14715
9691,0.0,0.0,0.0,1603,38764,24045,-14719
9692,0.0,0.0,0.0,1603,38768,24045,-14723
9693,0.0,0.0,0.0,1603,38772,24045,-14727
9694,0.0,0.0,0.0,1603,38776,24045,-14731
9695,0.0,0.0,0.0,1603,38780,24045,-14735
9696,0.0,0.0,0.0,1603,38784,24045,-14739
9697,1.0,1.0,1.0,1604,38788,24060,-14728
9698,0.0,0.0,0.0,1604,38792,24060,-14732
9699,0.0,0.0,0.0,1604,38796,24060,-14736
9700,0.0,0.0,0.0,1604,38800,24060,-14740
9701,0.0,0.0,0.0,1604,38804,24060,-14744
9702,0.0,0.0,0.3333333333333333,1604,38808,24060,-14748
9703,1.0,1.0,1.0,1605,38812,24075,-14737
9704,0.0,0.0,0.0,1605,38816,24075,-14741
9705,0.0,0.0,0.0,1605,38820,24075,-14745
9706,0.0,0.0,0.0,1605,38824,24075,-14749
9707,0.0,0.0,0.0,1605,38828,24075,-14753
9708,0.0,0.0,0.4,1605,38832,24075,-14757
9709,0.0,0.0,0.0,1605,38836,24075,-14761
9710,0.0,0.0,0.0,1605,38840,24075,-14765
9711,0.0,0.0,0.0,1605,38844,24075,-14769
9712,0.0,0.0,0.0,1605,38848,24075,-14773
9713,0.0,0.0,0.0,1605,38852,24075,-14777
9714,0.0,0.0,0.0,1605,38856,24075,-14781
9715,0.0,0.0,0.0,1605,38860,24075,-14785
9716,0.0,0.0,0.0,1605,38864,24075,-14789
9717,0.0,0.0,0.0,1605,38868,24075,-14793
9718,0.0,0.0,0.0,1605,38872,24075,-14797
9719,1.0,1.0,1.0,1606,38876,24090,-14786
9720,0.0,0.0,0.0,1606,38880,24090,-14790
9721,0.0,0.0,0.0,1606,38884,24090,-14794
9722,0.0,0.0,0.0,1606,38888,24090,-14798
9723,0.0,0.0,0.0,1606,38892,24090,-14802
9724,0.0,0.0,0.0,1606,38896,24090,-14806
9725,0.0,0.0,0.0,1606,38900,24090,-14810
9726,0.0,0.0,0.0,1606,38904,24090,-14814
9727,0.0,0.0,0.0,1606,38908,24090,-14818
9728,0.0,0.0,0.0,1606,38912,24090,-14822
9729,0.0,0.0,0.0,1606,38916,24090,-14826
9730,0.0,0.0,0.0,1606,38920,24090,-14830
9731,0.0,0.0,0.0,1606,38924,24090,-14834
9732,0.0,0.0,0.0,1606,38928,24090,-14838
9733,0.0,0.0,0.0,1606,38932,24090,-14842
9734,0.0,0.0,0.0,1606,38936,24090,-14846
9735,0.0,0.0,0.0,1606,38940,24090,-14850
9736,0.0,0.0,0.0,1606,38944,24090,-14854
9737,0.0,0.0,0.0,1606,38948,24090,-14858
9738,0.0,0.0,0.0,1606,38952,24090,-14862
9739,0.0,0.0,0.0,1606,38956,24090,-14866
9740,0.0,0.0,0.0,1606,38960,24090,-14870
9741,1.0,1.0,0.6666666666666666,1607,38964,24105,-14859
9742,1.0,1.0,1.0,1608,38968,24120,-14848
9743,1.0,1.0,1.0,1609,38972,24135,-14837
9744,0.0,0.0,0.0,1609,38976,24135,-14841
9745,0.0,0.0,0.0,1609,38980,24135,-14845
9746,0.0,0.0,0.0,1609,38984,24135,-14849
9747,0.0,0.0,0.0,1609,38988,24135,-14853
9748,0.0,0.0,0.0,1609,38992,24135,-14857
9749,0.0,0.0,0.4,1609,38996,24135,-14861
9750,0.0,0.0,0.0,1609,39000,24135,-14865
9751,0.0,0.0,0.0,1609,39004,24135,-14869
9752,0.0,0.0,0.0,1609,39008,24135,-14873
9753,0.0,1.0,0.6666666666666666,1609,39012,24135,-14877
9754,0.0,0.0,0.0,1609,39016,24135,-14881
9755,1.0,1.0,1.0,1610,39020,24150,-14870
9756,0.0,0.0,0.0,1610,39024,24150,-14874
9757,0.0,0.0,0.0,1610,39028,24150,-14878
9758,0.0,0.0,0.4,1610,39032,24150,-14882
9759,0.0,0.0,0.0,1610,39036,24150,-14886
9760,0.0,0.0,0.0,1610,39040,24150,-14890
9761,0.0,0.0,0.0,1610,39044,24150,-14894
9762,1.0,0.0,0.3333333333333333,1611,39048,24165,-14883
9763,0.0,0.0,0.0,1611,39052,24165,-14887
9764,0.0,0.0,0.0,1611,39056,24165,-14891
9765,0.0,0.0,0.0,1611,39060,24165,-14895
9766,0.0,0.0,0.0,1611,39064,24165,-14899
9767,0.0,0.0,0.25,1611,39068,24165,-14903
9768,0.0,0.0,0.0,1611,39072,24165,-14907
9769,0.0,0.0,0.0,1611,39076,24165,-14911
9770,0.0,0.0,0.0,1611,39080,24165,-14915
9771,0.0,0.0,0.0,1611,39084,24165,-14919
9772,0.0,0.0,0.0,1611,39088,24165,-14923
9773,0.0,0.0,0.0,1611,39092,24165,-14927
9774,0.0,0.0,0.0,1611,39096,24165,-14931
9775,0.0,0.0,0.0,1611,39100,24165,-14935
9776,0.0,0.0,0.0,1611,39104,24165,-14939
9777,0.0,0.0,0.0,1611,39108,24165,-14943
9778,1.0,1.0,1.0,1612,39112,24180,-14932
9779,0.0,0.0,0.0,1612,39116,24180,-14936
9780,0.0,0.0,0.0,1612,39120,24180,-14940
9781,0.0,0.0,0.0,1612,39124,24180,-14944
9782,1.0,1.0,1.0,1613,39128,24195,-14933
9783,1.0,1.0,1.0,1614,39132,24210,-14922
9784,0.0,0.0,0.3333333333333333,1614,39136,24210,-14926
9785,1.0,1.0,1.0,1615,39140,24225,-14915
9786,0.0,0.0,0.0,1615,39144,24225,-14919
9787,0.0,1.0,0.6666666666666666,1615,39148,24225,-14923
9788,0.0,0.0,0.3333333333333333,1615,39152,24225,-14927
9789,0.0,0.0,0.0,1615,39156,24225,-14931
9790,0.0,0.0,0.0,1615,39160,24225,-14935
9791,1.0,1.0,0.75,1616,39164,24240,-14924
9792,0.0,0.0,0.0,1616,39168,24240,-14928
9793,0.0,0.0,0.0,1616,39172,24240,-14932
9794,0.0,0.0,0.0,1616,39176,24240,-14936
9795,0.0,0.0,0.0,1616,39180,24240,-14940
9796,0.0,0.0,0.0,1616,39184,24240,-14944
9797,0.0,0.0,0.0,1616,39188,24240,-14948
9798,1.0,1.0,0.6666666666666666,1617,39192,24255,-14937
9799,1.0,1.0,1.0,1618,39196,24270,-14926
9800,0.0,0.0,0.0,1618,39200,24270,-14930
9801,0.0,0.0,0.0,1618,39204,24270,-14934
9802,0.0,0.0,0.0,1618,39208,24270,-14938
9803,0.0,0.0,0.0,1618,39212,24270,-14942
9804,0.0,0.0,0.0,1618,39216,24270,-14946
9805,0.0,0.0,0.0,1618,39220,24270,-14950
9806,0.0,0.0,0.0,1618,39224,24270,-14954
9807,0.0,0.0,0.0,1618,39228,24270,-14958
9808,0.0,0.0,0.0,1618,39232,24270,-14962
9809,0.0,0.0,0.0,1618,39236,24270,-14966
9810,0.0,0.0,0.0,1618,39240,24270,-14970
9811,0.0,0.0,0.0,1618,39244,24270,-14974
9812,0.0,0.0,0.0,1618,39248,24270,-14978
9813,0.0,0.0,0.0,1618,39252,24270,-14982
9814,0.0,0.0,0.0,1618,39256,24270,-14986
9815,1.0,1.0,0.8,1619,39260,24285,-14975
9816,0.0,0.0,0.0,1619,39264,24285,-14979
9817,0.0,0.0,0.0,1619,39268,24285,-14983
9818,1.0,1.0,1.0,1620,39272,24300,-14972
9819,0.0,0.0,0.0,1620,39276,24300,-14976
9820,0.0,0.0,0.0,1620,39280,24300,-14980
9821,0.0,0.0,0.0,1620,39284,24300,-14984
9822,1.0,1.0,1.0,1621,39288,24315,-14973
9823,0.0,0.0,0.0,1621,39292,24315,-14977
9824,0.0,0.0,0.0,1621,39296,24315,-14981
9825,0.0,0.0,0.0,1621,39300,24315,-14985
9826,0.0,0.0,0.0,1621,39304,24315,-14989
9827,1.0,1.0,1.0,1622,39308,24330,-14978
9828,0.0,0.0,0.0,1622,39312,24330,-14982
9829,0.0,0.0,0.0,1622,39316,24330,-14986
9830,0.0,0.0,0.0,1622,39320,24330,-14990
9831,0.0,0.0,0.25,1622,39324,24330,-14994
9832,0.0,0.0,0.0,1622,39328,24330,-14998
9833,0.0,0.0,0.0,1622,39332,24330,-15002
9834,0.0,0.0,0.0,1622,39336,24330,-15006
9835,0.0,0.0,0.0,1622,39340,24330,-15010
9836,1.0,1.0,0.6666666666666666,1623,39344,24345,-14999
9837,0.0,0.0,0.0,1623,39348,24345,-15003
9838,0.0,0.0,0.0,1623,39352,24345,-15007
9839,0.0,0.0,0.0,1623,39356,24345,-15011
9840,0.0,0.0,0.4,1623,39360,24345,-15015
9841,0.0,0.0,0.0,1623,39364,24345,-15019
9842,0.0,0.0,0.0,1623,39368,24345,-15023
9843,0.0,0.0,0.0,1623,39372,24345,-15027
9844,0.0,0.0,0.0,1623,39376,24345,-15031
9845,1.0,1.0,1.0,1624,39380,24360,-15020
9846,0.0,0.0,0.0,1624,39384,24360,-15024
9847,0.0,0.0,0.0,1624,39388,24360,-15028
9848,0.0,0.0,0.0,1624,39392,24360,-15032
9849,0.0,0.0,0.0,1624,39396,24360,-15036
9850,0.0,0.0,0.0,1624,39400,24360,-15040
9851,0.0,0.0,0.0,1624,39404,24360,-15044
9852,0.0,0.0,0.0,1624,39408,24360,-15048
9853,1.0,1.0,1.0,1625,39412,24375,-15037
9854,0.0,0.0,0.0,1625,39416,24375,-15041
9855,0.0,1.0,0.6666666666666666,1625,39420,24375,-15045
9856,0.0,0.0,0.0,1625,39424,24375,-15049
9857,0.0,0.0,0.0,1625,39428,24375,-15053
9858,0.0,0.0,0.0,1625,39432,24375,-15057
9859,0.0,0.0,0.0,1625,39436,24375,-15061
9860,0.0,0.0,0.0,1625,39440,24375,-15065
9861,1.0,1.0,1.0,1626,39444,24390,-15054
9862,0.0,0.0,0.0,1626,39448,24390,-15058
9863,0.0,0.0,0.0,1626,39452,24390,-15062
9864,0.0,0.0,0.0,1626,39456,24390,-15066
9865,1.0,1.0,0.75,1627,39460,24405,-15055
9866,0.0,0.0,0.0,1627,39464,24405,-15059
9867,1.0,1.0,1.0,1628,39468,24420,-15048
9868,0.0,0.0,0.0,1628,39472,24420,-15052
9869,0.0,0.0,0.0,1628,39476,24420,-15056
9870,1.0,1.0,1.0,1629,39480,24435,-15045
9871,0.0,0.0,0.0,1629,39484,24435,-15049
9872,1.0,1.0,1.0,1630,39488,24450,-15038
9873,0.0,0.0,0.0,1630,39492,24450,-15042
9874,0.0,0.0,0.0,1630,39496,24450,-15046
9875,0.0,0.0,0.0,1630,39500,24450,-15050
9876,0.0,0.0,0.0,1630,39504,24450,-15054
9877,0.0,0.0,0.0,1630,39508,24450,-15058
9878,1.0,1.0,1.0,1631,39512,24465,-15047
9879,1.0,1.0,1.0,1632,39516,24480,-15036
9880,1.0,1.0,1.0,1633,39520,24495,-15025
9881,1.0,1.0,1.0,1634,39524,24510,-15014
9882,1.0,1.0,1.0,1635,39528,24525,-15003
9883,0.0,0.0,0.0,1635,39532,24525,-15007
9884,1.0,0.0,0.5,1636,39536,24540,-14996
9885,1.0,1.0,1.0,1637,39540,24555,-14985
9886,0.0,0.0,0.0,1637,39544,24555,-14989
9887,0.0,0.0,0.0,1637,39548,24555,-14993
9888,1.0,1.0,1.0,1638,39552,24570,-14982
9889,0.0,0.0,0.0,1638,39556,24570,-14986
9890,0.0,0.0,0.0,1638,39560,24570,-14990
9891,0.0,0.0,0.0,1638,39564,24570,-14994
9892,1.0,1.0,1.0,1639,39568,24585,-14983
9893,0.0,0.0,0.0,1639,39572,24585,-14987
9894,0.0,0.0,0.0,1639,39576,24585,-14991
9895,0.0,0.0,0.0,1639,39580,24585,-14995
9896,0.0,0.0,0.0,1639,39584,24585,-14999
9897,0.0,0.0,0.0,1639,39588,24585,-15003
9898,0.0,0.0,0.0,1639,39592,24585,-15007
9899,0.0,0.0,0.0,1639,39596,24585,-15011
9900,0.0,0.0,0.0,1639,39600,24585,-15015
9901,0.0,0.0,0.0,1639,39604,24585,-15019
9902,0.0,0.0,0.0,1639,39608,24585,-15023
9903,0.0,0.0,0.0,1639,39612,24585,-15027
9904,0.0,0.0,0.0,1639,39616,24585,-15031
9905,0.0,0.0,0.0,1639,39620,24585,-15035
9906,0.0,0.0,0.0,1639,39624,24585,-15039
9907,1.0,0.0,0.3333333333333333,1640,39628,24600,-15028
9908,0.0,0.0,0.0,1640,39632,24600,-15032
9909,0.0,0.0,0.0,1640,39636,24600,-15036
9910,0.0,0.0,0.0,1640,39640,24600,-15040
9911,0.0,0.0,0.0,1640,39644,24600,-15044
9912,1.0,1.0,1.0,1641,39648,24615,-15033
9913,0.0,0.0,0.0,1641,39652,24615,-15037
9914,0.0,0.0,0.0,1641,39656,24615,-15041
9915,0.0,0.0,0.0,1641,39660,24615,-15045
9916,0.0,0.0,0.0,1641,39664,24615,-15049
9917,1.0,1.0,0.6,1642,39668,24630,-15038
9918,1.0,1.0,1.0,1643,39672,24645,-15027
9919,0.0,0.0,0.0,1643,39676,24645,-15031
9920,0.0,0.0,0.0,1643,39680,24645,-15035
9921,0.0,0.0,0.0,1643,39684,24645,-15039
9922,0.0,0.0,0.0,1643,39688,24645,-15043
9923,1.0,1.0,1.0,1644,39692,24660,-15032
9924,0.0,0.0,0.0,1644,39696,24660,-15036
9925,0.0,0.0,0.0,1644,39700,24660,-15040
9926,1.0,1.0,0.6666666666666666,1645,39704,24675,-15029
9927,0.0,0.0,0.0,1645,39708,24675,-15033
9928,0.0,0.0,0.0,1645,39712,24675,-15037
9929,1.0,1.0,0.6,1646,39716,24690,-15026
9930,0.0,0.0,0.3333333333333333,1646,39720,24690,-15030
9931,0.0,0.0,0.0,1646,39724,24690,-15034
9932,0.0,0.0,0.2,1646,39728,24690,-15038
9933,0.0,0.0,0.0,1646,39732,24690,-15042
9934,0.0,0.0,0.0,1646,39736,24690,-15046
9935,0.0,0.0,0.0,1646,39740,24690,-15050
9936,0.0,0.0,0.0,1646,39744,24690,-15054
9937,0.0,0.0,0.0,1646,39748,24690,-15058
9938,0.0,0.0,0.0,1646,39752,24690,-15062
9939,0.0,0.0,0.0,1646,39756,24690,-15066
9940,1.0,1.0,1.0,1647,39760,24705,-15055
9941,0.0,0.0,0.0,1647,39764,24705,-15059
9942,0.0,0.0,0.0,1647,39768,24705,-15063
9943,0.0,0.0,0.0,1647,39772,24705,-15067
9944,0.0,0.0,0.0,1647,39776,24705,-15071
9945,0.0,0.0,0.0,1647,39780,24705,-15075
9946,0.0,0.0,0.0,1647,39784,24705,-15079
9947,0.0,0.0,0.0,1647,39788,24705,-15083
9948,0.0,0.0,0.0,1647,39792,24705,-15087
9949,0.0,0.0,0.0,1647,39796,24705,-15091
9950,1.0,1.0,1.0,1648,39800,24720,-15080
9951,0.0,0.0,0.0,1648,39804,24720,-15084
9952,0.0,0.0,0.0,1648,39808,24720,-15088
9953,0.0,0.0,0.0,1648,39812,24720,-15092
9954,1.0,1.0,1.0,1649,39816,24735,-15081
9955,0.0,0.0,0.0,1649,39820,24735,-15085
9956,0.0,0.0,0.0,1649,39824,24735,-15089
9957,0.0,0.0,0.0,1649,39828,24735,-15093
9958,0.0,1.0,0.75,1649,39832,24735,-15097
9959,0.0,0.0,0.0,1649,39836,24735,-15101
9960,0.0,0.0,0.0,1649,39840,24735,-15105
9961,0.0,0.0,0.0,1649,39844,24735,-15109
9962,0.0,0.0,0.0,1649,39848,24735,-15113
9963,0.0,0.0,0.0,1649,39852,24735,-15117
9964,0.0,0.0,0.0,1649,39856,24735,-15121
9965,0.0,0.0,0.0,1649,39860,24735,-15125
9966,0.0,0.0,0.0,1649,39864,24735,-15129
9967,1.0,0.0,0.5,1650,39868,24750,-15118
9968,0.0,1.0,0.6666666666666666,1650,39872,24750,-15122
9969,0.0,0.0,0.0,1650,39876,24750,-15126
9970,0.0,0.0,0.0,1650,39880,24750,-15130
9971,0.0,0.0,0.0,1650,39884,24750,-15134
9972,0.0,0.0,0.3333333333333333,1650,39888,24750,-15138
9973,0.0,0.0,0.0,1650,39892,24750,-15142
9974,0.0,0.0,0.0,1650,39896,24750,-15146
9975,0.0,0.0,0.0,1650,39900,24750,-15150
9976,0.0,0.0,0.0,1650,39904,24750,-15154
9977,0.0,0.0,0.0,1650,39908,24750,-15158
9978,0.0,0.0,0.0,1650,39912,24750,-15162
9979,0.0,0.0,0.0,1650,39916,24750,-15166
9980,1.0,1.0,1.0,1651,39920,24765,-15155
9981,0.0,0.0,0.0,1651,39924,24765,-15159
9982,1.0,0.0,0.3333333333333333,1652,39928,24780,-15148
9983,1.0,1.0,1.0,1653,39932,24795,-15137
9984,1.0,1.0,1.0,1654,39936,24810,-15126
9985,0.0,0.0,0.0,1654,39940,24810,-15130
9986,0.0,0.0,0.0,1654,39944,24810,-15134
9987,0.0,0.0,0.0,1654,39948,24810,-15138
9988,0.0,0.0,0.0,1654,39952,24810,-15142
9989,0.0,0.0,0.0,1654,39956,24810,-15146
9990,1.0,1.0,1.0,1655,39960,24825,-15135
9991,0.0,0.0,0.0,1655,39964,24825,-15139
9992,0.0,0.0,0.0,1655,39968,24825,-15143
9993,0.0,0.0,0.0,1655,39972,24825,-15147
9994,0.0,0.0,0.0,1655,39976,24825,-15151
9995,0.0,1.0,0.6666666666666666,1655,39980,24825,-15155
9996,0.0,0.0,0.0,1655,39984,24825,-15159
9997,0.0,0.0,0.0,1655,39988,24825,-15163
9998,0.0,0.0,0.0,1655,39992,24825,-15167
9999,0.0,0.0,0.0,1655,39996,24825,-15171
10000,0.0,0.0,0.0,1655,40000,24825,-15175
10001,0.0,0.0,0.0,1655,40004,24825,-15179
10002,0.0,0.0,0.0,1655,40008,24825,-15183
10003,1.0,1.0,1.0,1656,40012,24840,-15172
10004,1.0,0.0,0.3333333333333333,1657,40016,24855,-15161
10005,1.0,1.0,1.0,1658,40020,24870,-15150
10006,0.0,0.0,0.0,1658,40024,24870,-15154
10007,0.0,0.0,0.0,1658,40028,24870,-15158
10008,0.0,0.0,0.0,1658,40032,24870,-15162
10009,0.0,0.0,0.0,1658,40036,24870,-15166
10010,0.0,0.0,0.3333333333333333,1658,40040,24870,-15170
10011,0.0,0.0,0.0,1658,40044,24870,-15174
10012,1.0,1.0,1.0,1659,40048,24885,-15163
10013,0.0,0.0,0.0,1659,40052,24885,-15167
10014,0.0,0.0,0.0,1659,40056,24885,-15171
10015,1.0,1.0,1.0,1660,40060,24900,-15160
10016,1.0,1.0,1.0,1661,40064,24915,-15149
10017,0.0,0.0,0.0,1661,40068,24915,-15153
10018,1.0,1.0,0.6666666666666666,1662,40072,24930,-15142
10019,0.0,0.0,0.0,1662,40076,24930,-15146
10020,0.0,0.0,0.0,1662,40080,24930,-15150
10021,0.0,0.0,0.0,1662,40084,24930,-15154
10022,0.0,0.0,0.0,1662,40088,24930,-15158
10023,0.0,0.0,0.0,1662,40092,24930,-15162
10024,0.0,0.0,0.0,1662,40096,24930,-15166
10025,1.0,1.0,0.8,1663,40100,24945,-15155
10026,0.0,0.0,0.0,1663,40104,24945,-15159
10027,0.0,0.0,0.0,1663,40108,24945,-15163
10028,0.0,0.0,0.0,1663,40112,24945,-15167
10029,0.0,0.0,0.0,1663,40116,24945,-15171
10030,1.0,1.0,0.6,1664,40120,24960,-15160
10031,0.0,0.0,0.0,1664,40124,24960,-15164
10032,0.0,0.0,0.0,1664,40128,24960,-15168
10033,0.0,0.0,0.0,1664,40132,24960,-15172
10034,0.0,0.0,0.0,1664,40136,24960,-15176
10035,0.0,0.0,0.0,1664,40140,24960,-15180
10036,1.0,1.0,1.0,1665,40144,24975,-15169
10037,0.0,0.0,0.0,1665,40148,24975,-15173
10038,0.0,0.0,0.0,1665,40152,24975,-15177
10039,0.0,0.0,0.0,1665,40156,24975,-15181
10040,1.0,1.0,0.75,1666,40160,24990,-15170
10041,1.0,1.0,1.0,1667,40164,25005,-15159
10042,0.0,0.0,0.0,1667,40168,25005,-15163
10043,0.0,0.0,0.0,1667,40172,25005,-15167
10044,0.0,0.0,0.0,1667,40176,25005,-15171
10045,0.0,0.0,0.0,1667,40180,25005,-15175
10046,0.0,1.0,0.8,1667,40184,25005,-15179
10047,0.0,0.0,0.0,1667,40188,25005,-15183
10048,0.0,0.0,0.0,1667,40192,25005,-15187
10049,1.0,1.0,0.6666666666666666,1668,40196,25020,-15176
10050,0.0,0.0,0.0,1668,40200,25020,-15180
10051,0.0,0.0,0.0,1668,40204,25020,-15184
10052,0.0,0.0,0.0,1668,40208,25020,-15188
10053,0.0,0.0,0.0,1668,40212,25020,-15192
10054,0.0,0.0,0.0,1668,40216,25020,-15196
10055,0.0,0.0,0.0,1668,40220,25020,-15200
10056,0.0,0.0,0.0,1668,40224,25020,-15204
10057,0.0,0.0,0.0,1668,40228,25020,-15208
10058,0.0,0.0,0.0,1668,40232,25020,-15212
10059,0.0,0.0,0.0,1668,40236,25020,-15216
10060,0.0,0.0,0.0,1668,40240,25020,-15220
10061,0.0,0.0,0.0,1668,40244,25020,-15224
10062,0.0,0.0,0.0,1668,40248,25020,-15228
10063,0.0,0.0,0.0,1668,40252,25020,-15232
10064,0.0,0.0,0.0,1668,40256,25020,-15236
10065,0.0,0.0,0.0,1668,40260,25020,-15240
10066,0.0,0.0,0.0,1668,40264,25020,-15244
10067,0.0,0.0,0.0,1668,40268,25020,-15248
10068,0.0,0.0,0.0,1668,40272,25020,-15252
10069,0.0,0.0,0.0,1668,40276,25020,-15256
10070,0.0,0.0,0.0,1668,40280,25020,-15260
10071,0.0,0.0,0.0,1668,40284,25020,-15264
10072,0.0,0.0,0.0,1668,40288,25020,-15268
10073,0.0,0.0,0.0,1668,40292,25020,-15272
10074,0.0,0.0,0.0,1668,40296,25020,-15276
10075,0.0,0.0,0.0,1668,40300,25020,-15280
10076,0.0,0.0,0.0,1668,40304,25020,-15284
10077,1.0,1.0,0.8,1669,40308,25035,-15273
10078,1.0,0.0,0.5,1670,40312,25050,-15262
10079,0.0,0.0,0.0,1670,40316,25050,-15266
10080,0.0,0.0,0.0,1670,40320,25050,-15270
10081,0.0,0.0,0.0,1670,40324,25050,-15274
10082,0.0,0.0,0.0,1670,40328,25050,-15278
10083,0.0,0.0,0.0,1670,40332,25050,-15282
10084,0.0,0.0,0.0,1670,40336,25050,-15286
10085,0.0,0.0,0.0,1670,40340,25050,-15290
10086,0.0,0.0,0.0,1670,40344,25050,-15294
10087,0.0,0.0,0.0,1670,40348,25050,-15298
10088,0.0,0.0,0.0,1670,40352,25050,-15302
10089,0.0,0.0,0.25,1670,40356,25050,-15306
10090,0.0,0.0,0.0,1670,40360,25050,-15310
10091,1.0,1.0,0.75,1671,40364,25065,-15299
10092,0.0,0.0,0.0,1671,40368,25065,-15303
10093,0.0,0.0,0.0,1671,40372,25065,-15307
10094,0.0,0.0,0.0,1671,40376,25065,-15311
10095,0.0,0.0,0.0,1671,40380,25065,-15315
10096,0.0,0.0,0.0,1671,40384,25065,-15319
10097,0.0,0.0,0.0,1671,40388,25065,-15323
10098,0.0,0.0,0.0,1671,40392,25065,-15327
10099,0.0,0.0,0.0,1671,40396,25065,-15331
10100,0.0,0.0,0.0,1671,40400,25065,-15335
10101,0.0,0.0,0.0,1671,40404,25065,-15339
10102,0.0,0.0,0.0,1671,40408,25065,-15343
10103,0.0,0.0,0.0,1671,40412,25065,-15347
10104,0.0,0.0,0.0,1671,40416,25065,-15351
10105,1.0,1.0,1.0,1672,40420,25080,-15340
10106,0.0,0.0,0.0,1672,40424,25080,-15344
10107,0.0,0.0,0.0,1672,40428,25080,-15348
10108,0.0,0.0,0.0,1672,40432,25080,-15352
10109,0.0,0.0,0.0,1672,40436,25080,-15356
10110,1.0,1.0,0.6666666666666666,1673,40440,25095,-15345
10111,1.0,1.0,0.75,1674,40444,25110,-15334
10112,0.0,0.0,0.0,1674,40448,25110,-15338
10113,1.0,1.0,0.6666666666666666,1675,40452,25125,-15327
10114,0.0,0.0,0.0,1675,40456,25125,-15331
10115,0.0,0.0,0.0,1675,40460,25125,-15335
10116,0.0,0.0,0.0,1675,40464,25125,-15339
10117,0.0,0.0,0.0,1675,40468,25125,-15343
10118,0.0,0.0,0.0,1675,40472,25125,-15347
10119,0.0,0.0,0.0,1675,40476,25125,-15351
10120,0.0,0.0,0.0,1675,40480,25125,-15355
10121,0.0,0.0,0.0,1675,40484,25125,-15359
10122,0.0,0.0,0.0,1675,40488,25125,-15363
10123,1.0,1.0,1.0,1676,40492,25140,-15352
10124,0.0,0.0,0.0,1676,40496,25140,-15356
10125,0.0,1.0,0.6,1676,40500,25140,-15360
10126,0.0,0.0,0.0,1676,40504,25140,-15364
10127,1.0,1.0,1.0,1677,40508,25155,-15353
10128,0.0,0.0,0.0,1677,40512,25155,-15357
10129,1.0,1.0,1.0,1678,40516,25170,-15346
10130,0.0,0.0,0.0,1678,40520,25170,-15350
10131,0.0,0.0,0.0,1678,40524,25170,-15354
10132,0.0,0.0,0.0,1678,40528,25170,-15358
10133,0.0,0.0,0.0,1678,40532,25170,-15362
10134,0.0,0.0,0.0,1678,40536,25170,-15366
10135,0.0,0.0,0.0,1678,40540,25170,-15370
10136,0.0,0.0,0.0,1678,40544,25170,-15374
10137,0.0,0.0,0.0,1678,40548,25170,-15378
10138,0.0,0.0,0.0,1678,40552,25170,-15382
10139,1.0,1.0,0.6666666666666666,1679,40556,25185,-15371
10140,1.0,1.0,1.0,1680,40560,25200,-15360
10141,0.0,0.0,0.0,1680,40564,25200,-15364
10142,0.0,0.0,0.0,1680,40568,25200,-15368
10143,1.0,1.0,0.8,1681,40572,25215,-15357
10144,1.0,1.0,1.0,1682,40576,25230,-15346
10145,0.0,0.0,0.0,1682,40580,25230,-15350
10146,0.0,0.0,0.0,1682,40584,25230,-15354
10147,0.0,0.0,0.0,1682,40588,25230,-15358
10148,0.0,0.0,0.0,1682,40592,25230,-15362
10149,0.0,0.0,0.0,1682,40596,25230,-15366
10150,0.0,0.0,0.0,1682,40600,25230,-15370
10151,0.0,0.0,0.0,1682,40604,25230,-15374
10152,1.0,1.0,1.0,1683,40608,25245,-15363
