index,actual,predicted,probability,cumul_pos,cost,revenue,profit
6132,0.0,0.0,0.0,3611,37832,54165,16333
6133,0.0,0.0,0.0,3611,37836,54165,16329
6134,0.0,0.0,0.0,3611,37840,54165,16325
6136,0.0,0.0,0.0,3611,37844,54165,16321
6137,0.0,0.0,0.0,3611,37848,54165,16317
6138,0.0,0.0,0.0,3611,37852,54165,16313
6139,0.0,0.0,0.0,3611,37856,54165,16309
6140,0.0,0.0,0.0,3611,37860,54165,16305
6141,0.0,0.0,0.0,3611,37864,54165,16301
6142,0.0,0.0,0.0,3611,37868,54165,16297
6143,0.0,0.0,0.0,3611,37872,54165,16293
6144,0.0,0.0,0.0,3611,37876,54165,16289
6145,0.0,0.0,0.0,3611,37880,54165,16285
6146,0.0,0.0,0.0,3611,37884,54165,16281
6147,0.0,0.0,0.0,3611,37888,54165,16277
6148,0.0,0.0,0.0,3611,37892,54165,16273
6149,0.0,0.0,0.0,3611,37896,54165,16269
6150,0.0,0.0,0.0,3611,37900,54165,16265
6153,0.0,0.0,0.0,3611,37904,54165,16261
6155,0.0,0.0,0.0,3611,37908,54165,16257
6156,0.0,0.0,0.0,3611,37912,54165,16253
6157,0.0,0.0,0.0,3611,37916,54165,16249
6158,0.0,0.0,0.0,3611,37920,54165,16245
6160,0.0,0.0,0.0,3611,37924,54165,16241
6161,0.0,0.0,0.0,3611,37928,54165,16237
6162,0.0,0.0,0.0,3611,37932,54165,16233
6163,0.0,0.0,0.0,3611,37936,54165,16229
6164,0.0,0.0,0.0,3611,37940,54165,16225
6165,0.0,0.0,0.0,3611,37944,54165,16221
6167,0.0,0.0,0.0,3611,37948,54165,16217
6168,0.0,0.0,0.0,3611,37952,54165,16213
6169,0.0,0.0,0.0,3611,37956,54165,16209
6171,0.0,0.0,0.0,3611,37960,54165,16205
6172,0.0,0.0,0.0,3611,37964,54165,16201
6173,0.0,0.0,0.0,3611,37968,54165,16197
6174,0.0,0.0,0.0,3611,37972,54165,16193
6175,0.0,0.0,0.0,3611,37976,54165,16189
6176,0.0,0.0,0.0,3611,37980,54165,16185
6177,0.0,0.0,0.0,3611,37984,54165,16181
6178,0.0,0.0,0.0,3611,37988,54165,16177
6180,0.0,0.0,0.0,3611,37992,54165,16173
6181,0.0,0.0,0.0,3611,37996,54165,16169
6182,0.0,0.0,0.0,3611,38000,54165,16165
6183,0.0,0.0,0.0,3611,38004,54165,16161
6184,0.0,0.0,0.0,3611,38008,54165,16157
6185,0.0,0.0,0.0,3611,38012,54165,16153
6186,0.0,0.0,0.0,3611,38016,54165,16149
6187,0.0,0.0,0.0,3611,38020,54165,16145
6188,0.0,0.0,0.0,3611,38024,54165,16141
6190,0.0,0.0,0.0,3611,38028,54165,16137
6191,0.0,0.0,0.0,3611,38032,54165,16133
6192,0.0,0.0,0.0,3611,38036,54165,16129
6193,0.0,0.0,0.0,3611,38040,54165,16125
6195,0.0,0.0,0.0,3611,38044,54165,16121
6198,0.0,0.0,0.0,3611,38048,54165,16117
6199,0.0,0.0,0.0,3611,38052,54165,16113
6200,0.0,0.0,0.0,3611,38056,54165,16109
6201,0.0,0.0,0.0,3611,38060,54165,16105
6202,0.0,0.0,0.0,3611,38064,54165,16101
6204,0.0,0.0,0.0,3611,38068,54165,16097
6206,0.0,0.0,0.0,3611,38072,54165,16093
6207,0.0,0.0,0.0,3611,38076,54165,16089
6208,0.0,0.0,0.0,3611,38080,54165,16085
6209,0.0,0.0,0.0,3611,38084,54165,16081
6210,0.0,0.0,0.0,3611,38088,54165,16077
6211,0.0,0.0,0.0,3611,38092,54165,16073
6212,0.0,0.0,0.0,3611,38096,54165,16069
6213,0.0,0.0,0.0,3611,38100,54165,16065
6214,0.0,0.0,0.0,3611,38104,54165,16061
6215,0.0,0.0,0.0,3611,38108,54165,16057
6216,0.0,0.0,0.0,3611,38112,54165,16053
6218,0.0,0.0,0.0,3611,38116,54165,16049
6221,0.0,0.0,0.0,3611,38120,54165,16045
6222,0.0,0.0,0.0,3611,38124,54165,16041
6223,0.0,0.0,0.0,3611,38128,54165,16037
6224,0.0,0.0,0.0,3611,38132,54165,16033
6225,0.0,0.0,0.0,3611,38136,54165,16029
6227,0.0,0.0,0.0,3611,38140,54165,16025
6228,0.0,0.0,0.0,3611,38144,54165,16021
6229,0.0,0.0,0.0,3611,38148,54165,16017
6230,0.0,0.0,0.0,3611,38152,54165,16013
6231,0.0,0.0,0.0,3611,38156,54165,16009
6232,0.0,0.0,0.0,3611,38160,54165,16005
6233,0.0,0.0,0.0,3611,38164,54165,16001
6234,0.0,0.0,0.0,3611,38168,54165,15997
6235,0.0,0.0,0.0,3611,38172,54165,15993
6236,0.0,0.0,0.0,3611,38176,54165,15989
6237,0.0,0.0,0.0,3611,38180,54165,15985
6238,0.0,0.0,0.0,3611,38184,54165,15981
6239,0.0,0.0,0.0,3611,38188,54165,15977
6240,0.0,0.0,0.0,3611,38192,54165,15973
6241,0.0,0.0,0.0,3611,38196,54165,15969
6242,0.0,0.0,0.0,3611,38200,54165,15965
6243,0.0,0.0,0.0,3611,38204,54165,15961
6244,0.0,0.0,0.0,3611,38208,54165,15957
6246,0.0,0.0,0.0,3611,38212,54165,15953
6247,0.0,0.0,0.0,3611,38216,54165,15949
6248,0.0,0.0,0.0,3611,38220,54165,15945
6249,0.0,0.0,0.0,3611,38224,54165,15941
6250,0.0,0.0,0.0,3611,38228,54165,15937
6251,0.0,0.0,0.0,3611,38232,54165,15933
6252,0.0,0.0,0.0,3611,38236,54165,15929
6253,0.0,0.0,0.0,3611,38240,54165,15925
6254,0.0,0.0,0.0,3611,38244,54165,15921
6255,0.0,0.0,0.0,3611,38248,54165,15917
6257,0.0,0.0,0.0,3611,38252,54165,15913
6258,0.0,0.0,0.0,3611,38256,54165,15909
6259,0.0,0.0,0.0,3611,38260,54165,15905
6260,0.0,0.0,0.0,3611,38264,54165,15901
6261,0.0,0.0,0.0,3611,38268,54165,15897
6262,0.0,0.0,0.0,3611,38272,54165,15893
6263,0.0,0.0,0.0,3611,38276,54165,15889
6264,0.0,0.0,0.0,3611,38280,54165,15885
6265,0.0,0.0,0.0,3611,38284,54165,15881
6266,0.0,0.0,0.0,3611,38288,54165,15877
6267,0.0,0.0,0.0,3611,38292,54165,15873
6268,0.0,0.0,0.0,3611,38296,54165,15869
6270,0.0,0.0,0.0,3611,38300,54165,15865
6271,0.0,0.0,0.0,3611,38304,54165,15861
6272,0.0,0.0,0.0,3611,38308,54165,15857
6273,0.0,0.0,0.0,3611,38312,54165,15853
6274,0.0,0.0,0.0,3611,38316,54165,15849
6275,0.0,0.0,0.0,3611,38320,54165,15845
6276,0.0,0.0,0.0,3611,38324,54165,15841
6277,0.0,0.0,0.0,3611,38328,54165,15837
6279,0.0,0.0,0.0,3611,38332,54165,15833
6280,0.0,0.0,0.0,3611,38336,54165,15829
6281,0.0,0.0,0.0,3611,38340,54165,15825
6282,0.0,0.0,0.0,3611,38344,54165,15821
6283,0.0,0.0,0.0,3611,38348,54165,15817
6284,0.0,0.0,0.0,3611,38352,54165,15813
6285,0.0,0.0,0.0,3611,38356,54165,15809
6286,0.0,0.0,0.0,3611,38360,54165,15805
6287,0.0,0.0,0.0,3611,38364,54165,15801
6289,0.0,0.0,0.0,3611,38368,54165,15797
6291,0.0,0.0,0.0,3611,38372,54165,15793
6292,0.0,0.0,0.0,3611,38376,54165,15789
6293,0.0,0.0,0.0,3611,38380,54165,15785
6294,0.0,0.0,0.0,3611,38384,54165,15781
6295,0.0,0.0,0.0,3611,38388,54165,15777
6296,0.0,0.0,0.0,3611,38392,54165,15773
6297,0.0,0.0,0.0,3611,38396,54165,15769
6298,0.0,0.0,0.0,3611,38400,54165,15765
6299,0.0,0.0,0.0,3611,38404,54165,15761
6300,0.0,0.0,0.0,3611,38408,54165,15757
6301,0.0,0.0,0.0,3611,38412,54165,15753
6302,0.0,0.0,0.0,3611,38416,54165,15749
6303,0.0,0.0,0.0,3611,38420,54165,15745
6304,0.0,0.0,0.0,3611,38424,54165,15741
6306,0.0,0.0,0.0,3611,38428,54165,15737
6307,0.0,0.0,0.0,3611,38432,54165,15733
6308,0.0,0.0,0.0,3611,38436,54165,15729
6310,0.0,0.0,0.0,3611,38440,54165,15725
6311,0.0,0.0,0.0,3611,38444,54165,15721
6313,0.0,0.0,0.0,3611,38448,54165,15717
6315,0.0,0.0,0.0,3611,38452,54165,15713
6316,0.0,0.0,0.0,3611,38456,54165,15709
6317,0.0,0.0,0.0,3611,38460,54165,15705
6319,0.0,0.0,0.0,3611,38464,54165,15701
6320,0.0,0.0,0.0,3611,38468,54165,15697
6321,0.0,0.0,0.0,3611,38472,54165,15693
6322,0.0,0.0,0.0,3611,38476,54165,15689
6324,0.0,0.0,0.0,3611,38480,54165,15685
6325,0.0,0.0,0.0,3611,38484,54165,15681
6326,0.0,0.0,0.0,3611,38488,54165,15677
6327,0.0,0.0,0.0,3611,38492,54165,15673
6328,0.0,0.0,0.0,3611,38496,54165,15669
6331,0.0,0.0,0.0,3611,38500,54165,15665
6332,0.0,0.0,0.0,3611,38504,54165,15661
6333,0.0,0.0,0.0,3611,38508,54165,15657
6335,0.0,0.0,0.0,3611,38512,54165,15653
6336,0.0,0.0,0.0,3611,38516,54165,15649
6337,0.0,0.0,0.0,3611,38520,54165,15645
6338,0.0,0.0,0.0,3611,38524,54165,15641
6339,0.0,0.0,0.0,3611,38528,54165,15637
6340,0.0,0.0,0.0,3611,38532,54165,15633
6341,0.0,0.0,0.0,3611,38536,54165,15629
6342,0.0,0.0,0.0,3611,38540,54165,15625
6344,0.0,0.0,0.0,3611,38544,54165,15621
6345,0.0,0.0,0.0,3611,38548,54165,15617
6346,0.0,0.0,0.0,3611,38552,54165,15613
6347,0.0,0.0,0.0,3611,38556,54165,15609
6348,0.0,0.0,0.0,3611,38560,54165,15605
6350,0.0,0.0,0.0,3611,38564,54165,15601
6352,0.0,0.0,0.0,3611,38568,54165,15597
6353,0.0,0.0,0.0,3611,38572,54165,15593
6355,0.0,0.0,0.0,3611,38576,54165,15589
6356,0.0,0.0,0.0,3611,38580,54165,15585
6357,0.0,0.0,0.0,3611,38584,54165,15581
6358,0.0,0.0,0.0,3611,38588,54165,15577
6359,0.0,0.0,0.0,3611,38592,54165,15573
6360,0.0,0.0,0.0,3611,38596,54165,15569
6361,0.0,0.0,0.0,3611,38600,54165,15565
6362,0.0,0.0,0.0,3611,38604,54165,15561
6363,0.0,0.0,0.0,3611,38608,54165,15557
6364,0.0,0.0,0.0,3611,38612,54165,15553
6365,0.0,0.0,0.0,3611,38616,54165,15549
6366,0.0,0.0,0.0,3611,38620,54165,15545
6367,0.0,0.0,0.0,3611,38624,54165,15541
6368,0.0,0.0,0.0,3611,38628,54165,15537
6369,0.0,0.0,0.0,3611,38632,54165,15533
6370,0.0,0.0,0.0,3611,38636,54165,15529
6371,0.0,0.0,0.0,3611,38640,54165,15525
6372,0.0,0.0,0.0,3611,38644,54165,15521
6373,0.0,0.0,0.0,3611,38648,54165,15517
6374,0.0,0.0,0.0,3611,38652,54165,15513
6375,0.0,0.0,0.0,3611,38656,54165,15509
6377,0.0,0.0,0.0,3611,38660,54165,15505
6378,0.0,0.0,0.0,3611,38664,54165,15501
6379,0.0,0.0,0.0,3611,38668,54165,15497
6380,0.0,0.0,0.0,3611,38672,54165,15493
6381,0.0,0.0,0.0,3611,38676,54165,15489
6382,0.0,0.0,0.0,3611,38680,54165,15485
6383,0.0,0.0,0.0,3611,38684,54165,15481
6385,0.0,0.0,0.0,3611,38688,54165,15477
6387,0.0,0.0,0.0,3611,38692,54165,15473
6389,0.0,0.0,0.0,3611,38696,54165,15469
6390,0.0,0.0,0.0,3611,38700,54165,15465
6392,0.0,0.0,0.0,3611,38704,54165,15461
6393,0.0,0.0,0.0,3611,38708,54165,15457
6394,0.0,0.0,0.0,3611,38712,54165,15453
6395,0.0,0.0,0.0,3611,38716,54165,15449
6396,0.0,0.0,0.0,3611,38720,54165,15445
6397,0.0,0.0,0.0,3611,38724,54165,15441
6398,0.0,0.0,0.0,3611,38728,54165,15437
6399,0.0,0.0,0.0,3611,38732,54165,15433
6400,0.0,0.0,0.0,3611,38736,54165,15429
6401,0.0,0.0,0.0,3611,38740,54165,15425
6402,0.0,0.0,0.0,3611,38744,54165,15421
6403,0.0,0.0,0.0,3611,38748,54165,15417
6404,0.0,0.0,0.0,3611,38752,54165,15413
6405,0.0,0.0,0.0,3611,38756,54165,15409
6407,0.0,0.0,0.0,3611,38760,54165,15405
6408,0.0,0.0,0.0,3611,38764,54165,15401
6410,0.0,0.0,0.0,3611,38768,54165,15397
6411,0.0,0.0,0.0,3611,38772,54165,15393
6413,0.0,0.0,0.0,3611,38776,54165,15389
6414,0.0,0.0,0.0,3611,38780,54165,15385
6415,0.0,0.0,0.0,3611,38784,54165,15381
6417,0.0,0.0,0.0,3611,38788,54165,15377
6418,0.0,0.0,0.0,3611,38792,54165,15373
6419,0.0,0.0,0.0,3611,38796,54165,15369
6420,0.0,0.0,0.0,3611,38800,54165,15365
6421,0.0,0.0,0.0,3611,38804,54165,15361
6423,0.0,0.0,0.0,3611,38808,54165,15357
6426,0.0,0.0,0.0,3611,38812,54165,15353
6427,0.0,0.0,0.0,3611,38816,54165,15349
6428,0.0,0.0,0.0,3611,38820,54165,15345
6430,0.0,0.0,0.0,3611,38824,54165,15341
6431,0.0,0.0,0.0,3611,38828,54165,15337
6432,0.0,0.0,0.0,3611,38832,54165,15333
6433,0.0,0.0,0.0,3611,38836,54165,15329
6435,0.0,0.0,0.0,3611,38840,54165,15325
6436,0.0,0.0,0.0,3611,38844,54165,15321
6438,0.0,0.0,0.0,3611,38848,54165,15317
6439,0.0,0.0,0.0,3611,38852,54165,15313
6440,0.0,0.0,0.0,3611,38856,54165,15309
6441,0.0,0.0,0.0,3611,38860,54165,15305
6442,0.0,0.0,0.0,3611,38864,54165,15301
6443,0.0,0.0,0.0,3611,38868,54165,15297
6444,0.0,0.0,0.0,3611,38872,54165,15293
6445,0.0,0.0,0.0,3611,38876,54165,15289
6446,0.0,0.0,0.0,3611,38880,54165,15285
6447,0.0,0.0,0.0,3611,38884,54165,15281
6449,0.0,0.0,0.0,3611,38888,54165,15277
6450,0.0,0.0,0.0,3611,38892,54165,15273
6451,0.0,0.0,0.0,3611,38896,54165,15269
6452,0.0,0.0,0.0,3611,38900,54165,15265
6453,0.0,0.0,0.0,3611,38904,54165,15261
6455,0.0,0.0,0.0,3611,38908,54165,15257
6456,0.0,0.0,0.0,3611,38912,54165,15253
6457,0.0,0.0,0.0,3611,38916,54165,15249
6460,0.0,0.0,0.0,3611,38920,54165,15245
6463,0.0,0.0,0.0,3611,38924,54165,15241
6464,0.0,0.0,0.0,3611,38928,54165,15237
6465,0.0,0.0,0.0,3611,38932,54165,15233
6467,0.0,0.0,0.0,3611,38936,54165,15229
6468,0.0,0.0,0.0,3611,38940,54165,15225
6469,0.0,0.0,0.0,3611,38944,54165,15221
6470,0.0,0.0,0.0,3611,38948,54165,15217
6471,0.0,0.0,0.0,3611,38952,54165,15213
6472,0.0,0.0,0.0,3611,38956,54165,15209
6473,0.0,0.0,0.0,3611,38960,54165,15205
6474,0.0,0.0,0.0,3611,38964,54165,15201
6475,0.0,0.0,0.0,3611,38968,54165,15197
6476,0.0,0.0,0.0,3611,38972,54165,15193
6477,0.0,0.0,0.0,3611,38976,54165,15189
6478,0.0,0.0,0.0,3611,38980,54165,15185
6479,0.0,0.0,0.0,3611,38984,54165,15181
6480,0.0,0.0,0.0,3611,38988,54165,15177
6481,0.0,0.0,0.0,3611,38992,54165,15173
6482,0.0,0.0,0.0,3611,38996,54165,15169
6483,0.0,0.0,0.0,3611,39000,54165,15165
6484,0.0,0.0,0.0,3611,39004,54165,15161
6486,0.0,0.0,0.0,3611,39008,54165,15157
6488,0.0,0.0,0.0,3611,39012,54165,15153
6489,0.0,0.0,0.0,3611,39016,54165,15149
6490,0.0,0.0,0.0,3611,39020,54165,15145
6491,0.0,0.0,0.0,3611,39024,54165,15141
6492,0.0,0.0,0.0,3611,39028,54165,15137
6493,0.0,0.0,0.0,3611,39032,54165,15133
6494,0.0,0.0,0.0,3611,39036,54165,15129
6495,0.0,0.0,0.0,3611,39040,54165,15125
6496,0.0,0.0,0.0,3611,39044,54165,15121
6497,0.0,0.0,0.0,3611,39048,54165,15117
6498,0.0,0.0,0.0,3611,39052,54165,15113
6499,0.0,0.0,0.0,3611,39056,54165,15109
6500,0.0,0.0,0.0,3611,39060,54165,15105
6502,0.0,0.0,0.0,3611,39064,54165,15101
6504,0.0,0.0,0.0,3611,39068,54165,15097
6505,0.0,0.0,0.0,3611,39072,54165,15093
6506,0.0,0.0,0.0,3611,39076,54165,15089
6507,0.0,0.0,0.0,3611,39080,54165,15085
6508,0.0,0.0,0.0,3611,39084,54165,15081
6509,0.0,0.0,0.0,3611,39088,54165,15077
6510,0.0,0.0,0.0,3611,39092,54165,15073
6512,0.0,0.0,0.0,3611,39096,54165,15069
6513,0.0,0.0,0.0,3611,39100,54165,15065
6514,0.0,0.0,0.0,3611,39104,54165,15061
6515,0.0,0.0,0.0,3611,39108,54165,15057
6516,0.0,0.0,0.0,3611,39112,54165,15053
6517,0.0,0.0,0.0,3611,39116,54165,15049
6518,0.0,0.0,0.0,3611,39120,54165,15045
6520,0.0,0.0,0.0,3611,39124,54165,15041
6521,0.0,0.0,0.0,3611,39128,54165,15037
6522,0.0,0.0,0.0,3611,39132,54165,15033
6523,0.0,0.0,0.0,3611,39136,54165,15029
6524,0.0,0.0,0.0,3611,39140,54165,15025
6525,0.0,0.0,0.0,3611,39144,54165,15021
6529,0.0,0.0,0.0,3611,39148,54165,15017
6530,0.0,0.0,0.0,3611,39152,54165,15013
6531,0.0,0.0,0.0,3611,39156,54165,15009
6532,0.0,0.0,0.0,3611,39160,54165,15005
6533,0.0,0.0,0.0,3611,39164,54165,15001
6534,0.0,0.0,0.0,3611,39168,54165,14997
6535,0.0,0.0,0.0,3611,39172,54165,14993
6536,0.0,0.0,0.0,3611,39176,54165,14989
6537,0.0,0.0,0.0,3611,39180,54165,14985
6538,0.0,0.0,0.0,3611,39184,54165,14981
6540,0.0,0.0,0.0,3611,39188,54165,14977
6541,0.0,0.0,0.0,3611,39192,54165,14973
6542,0.0,0.0,0.0,3611,39196,54165,14969
6543,0.0,0.0,0.0,3611,39200,54165,14965
6544,0.0,0.0,0.0,3611,39204,54165,14961
6545,0.0,0.0,0.0,3611,39208,54165,14957
6546,0.0,0.0,0.0,3611,39212,54165,14953
6549,0.0,0.0,0.0,3611,39216,54165,14949
6550,0.0,0.0,0.0,3611,39220,54165,14945
6551,0.0,0.0,0.0,3611,39224,54165,14941
6552,0.0,0.0,0.0,3611,39228,54165,14937
6553,0.0,0.0,0.0,3611,39232,54165,14933
6555,0.0,0.0,0.0,3611,39236,54165,14929
6556,0.0,0.0,0.0,3611,39240,54165,14925
6557,0.0,0.0,0.0,3611,39244,54165,14921
6558,0.0,0.0,0.0,3611,39248,54165,14917
6559,0.0,0.0,0.0,3611,39252,54165,14913
6560,0.0,0.0,0.0,3611,39256,54165,14909
6561,0.0,0.0,0.0,3611,39260,54165,14905
6562,0.0,0.0,0.0,3611,39264,54165,14901
6564,0.0,0.0,0.0,3611,39268,54165,14897
6565,0.0,0.0,0.0,3611,39272,54165,14893
6567,0.0,0.0,0.0,3611,39276,54165,14889
6568,0.0,0.0,0.0,3611,39280,54165,14885
6569,0.0,0.0,0.0,3611,39284,54165,14881
6570,0.0,0.0,0.0,3611,39288,54165,14877
6571,0.0,0.0,0.0,3611,39292,54165,14873
6572,0.0,0.0,0.0,3611,39296,54165,14869
6573,0.0,0.0,0.0,3611,39300,54165,14865
6574,0.0,0.0,0.0,3611,39304,54165,14861
6575,0.0,0.0,0.0,3611,39308,54165,14857
6578,0.0,0.0,0.0,3611,39312,54165,14853
6579,0.0,0.0,0.0,3611,39316,54165,14849
6580,0.0,0.0,0.0,3611,39320,54165,14845
6582,0.0,0.0,0.0,3611,39324,54165,14841
6583,0.0,0.0,0.0,3611,39328,54165,14837
6584,0.0,0.0,0.0,3611,39332,54165,14833
6585,0.0,0.0,0.0,3611,39336,54165,14829
6586,0.0,0.0,0.0,3611,39340,54165,14825
6588,0.0,0.0,0.0,3611,39344,54165,14821
6589,0.0,0.0,0.0,3611,39348,54165,14817
6592,0.0,0.0,0.0,3611,39352,54165,14813
6593,0.0,0.0,0.0,3611,39356,54165,14809
6594,0.0,0.0,0.0,3611,39360,54165,14805
6595,0.0,0.0,0.0,3611,39364,54165,14801
6596,0.0,0.0,0.0,3611,39368,54165,14797
6598,0.0,0.0,0.0,3611,39372,54165,14793
6599,0.0,0.0,0.0,3611,39376,54165,14789
6600,0.0,0.0,0.0,3611,39380,54165,14785
6601,0.0,0.0,0.0,3611,39384,54165,14781
6602,0.0,0.0,0.0,3611,39388,54165,14777
6603,0.0,0.0,0.0,3611,39392,54165,14773
6604,0.0,0.0,0.0,3611,39396,54165,14769
6605,0.0,0.0,0.0,3611,39400,54165,14765
6606,0.0,0.0,0.0,3611,39404,54165,14761
6607,0.0,0.0,0.0,3611,39408,54165,14757
6608,0.0,0.0,0.0,3611,39412,54165,14753
6609,0.0,0.0,0.0,3611,39416,54165,14749
6610,0.0,0.0,0.0,3611,39420,54165,14745
6612,0.0,0.0,0.0,3611,39424,54165,14741
6613,0.0,0.0,0.0,3611,39428,54165,14737
6614,0.0,0.0,0.0,3611,39432,54165,14733
6615,0.0,0.0,0.0,3611,39436,54165,14729
6616,0.0,0.0,0.0,3611,39440,54165,14725
6617,0.0,0.0,0.0,3611,39444,54165,14721
6618,0.0,0.0,0.0,3611,39448,54165,14717
6622,0.0,0.0,0.0,3611,39452,54165,14713
6623,0.0,0.0,0.0,3611,39456,54165,14709
6624,0.0,0.0,0.0,3611,39460,54165,14705
6625,0.0,0.0,0.0,3611,39464,54165,14701
6627,0.0,0.0,0.0,3611,39468,54165,14697
6630,0.0,0.0,0.0,3611,39472,54165,14693
6632,0.0,0.0,0.0,3611,39476,54165,14689
6633,0.0,0.0,0.0,3611,39480,54165,14685
6635,0.0,0.0,0.0,3611,39484,54165,14681
6636,0.0,0.0,0.0,3611,39488,54165,14677
6637,0.0,0.0,0.0,3611,39492,54165,14673
6638,0.0,0.0,0.0,3611,39496,54165,14669
6639,0.0,0.0,0.0,3611,39500,54165,14665
6641,0.0,0.0,0.0,3611,39504,54165,14661
6642,0.0,0.0,0.0,3611,39508,54165,14657
6643,0.0,0.0,0.0,3611,39512,54165,14653
6644,0.0,0.0,0.0,3611,39516,54165,14649
6645,0.0,0.0,0.0,3611,39520,54165,14645
6646,0.0,0.0,0.0,3611,39524,54165,14641
6647,0.0,0.0,0.0,3611,39528,54165,14637
6648,0.0,0.0,0.0,3611,39532,54165,14633
6650,0.0,0.0,0.0,3611,39536,54165,14629
6651,0.0,0.0,0.0,3611,39540,54165,14625
6652,0.0,0.0,0.0,3611,39544,54165,14621
6653,0.0,0.0,0.0,3611,39548,54165,14617
6655,0.0,0.0,0.0,3611,39552,54165,14613
6656,0.0,0.0,0.0,3611,39556,54165,14609
6657,0.0,0.0,0.0,3611,39560,54165,14605
6658,0.0,0.0,0.0,3611,39564,54165,14601
6659,0.0,0.0,0.0,3611,39568,54165,14597
6660,0.0,0.0,0.0,3611,39572,54165,14593
6661,0.0,0.0,0.0,3611,39576,54165,14589
6662,0.0,0.0,0.0,3611,39580,54165,14585
6663,0.0,0.0,0.0,3611,39584,54165,14581
6664,0.0,0.0,0.0,3611,39588,54165,14577
6665,0.0,0.0,0.0,3611,39592,54165,14573
6666,0.0,0.0,0.0,3611,39596,54165,14569
6667,0.0,0.0,0.0,3611,39600,54165,14565
6668,0.0,0.0,0.0,3611,39604,54165,14561
6669,0.0,0.0,0.0,3611,39608,54165,14557
6670,0.0,0.0,0.0,3611,39612,54165,14553
6671,0.0,0.0,0.0,3611,39616,54165,14549
6672,0.0,0.0,0.0,3611,39620,54165,14545
6673,0.0,0.0,0.0,3611,39624,54165,14541
6674,0.0,0.0,0.0,3611,39628,54165,14537
6675,0.0,0.0,0.0,3611,39632,54165,14533
6676,0.0,0.0,0.0,3611,39636,54165,14529
6677,0.0,0.0,0.0,3611,39640,54165,14525
6678,0.0,0.0,0.0,3611,39644,54165,14521
6679,0.0,0.0,0.0,3611,39648,54165,14517
6680,0.0,0.0,0.0,3611,39652,54165,14513
6681,0.0,0.0,0.0,3611,39656,54165,14509
6682,0.0,0.0,0.0,3611,39660,54165,14505
6683,0.0,0.0,0.0,3611,39664,54165,14501
6684,0.0,0.0,0.0,3611,39668,54165,14497
6685,0.0,0.0,0.0,3611,39672,54165,14493
6686,0.0,0.0,0.0,3611,39676,54165,14489
6687,0.0,0.0,0.0,3611,39680,54165,14485
6688,0.0,0.0,0.0,3611,39684,54165,14481
6689,0.0,0.0,0.0,3611,39688,54165,14477
6690,0.0,0.0,0.0,3611,39692,54165,14473
6691,0.0,0.0,0.0,3611,39696,54165,14469
6692,0.0,0.0,0.0,3611,39700,54165,14465
6693,0.0,0.0,0.0,3611,39704,54165,14461
6694,0.0,0.0,0.0,3611,39708,54165,14457
6696,0.0,0.0,0.0,3611,39712,54165,14453
6698,0.0,0.0,0.0,3611,39716,54165,14449
6699,0.0,0.0,0.0,3611,39720,54165,14445
6700,0.0,0.0,0.0,3611,39724,54165,14441
6703,0.0,0.0,0.0,3611,39728,54165,14437
6704,0.0,0.0,0.0,3611,39732,54165,14433
6706,0.0,0.0,0.0,3611,39736,54165,14429
6708,0.0,0.0,0.0,3611,39740,54165,14425
6709,0.0,0.0,0.0,3611,39744,54165,14421
6710,0.0,0.0,0.0,3611,39748,54165,14417
6712,0.0,0.0,0.0,3611,39752,54165,14413
6713,0.0,0.0,0.0,3611,39756,54165,14409
6714,0.0,0.0,0.0,3611,39760,54165,14405
6715,0.0,0.0,0.0,3611,39764,54165,14401
6717,0.0,0.0,0.0,3611,39768,54165,14397
6718,0.0,0.0,0.0,3611,39772,54165,14393
6719,0.0,0.0,0.0,3611,39776,54165,14389
6723,0.0,0.0,0.0,3611,39780,54165,14385
6725,0.0,0.0,0.0,3611,39784,54165,14381
6726,0.0,0.0,0.0,3611,39788,54165,14377
6728,0.0,0.0,0.0,3611,39792,54165,14373
6729,0.0,0.0,0.0,3611,39796,54165,14369
6730,0.0,0.0,0.0,3611,39800,54165,14365
6731,0.0,0.0,0.0,3611,39804,54165,14361
6732,0.0,0.0,0.0,3611,39808,54165,14357
6733,0.0,0.0,0.0,3611,39812,54165,14353
6734,0.0,0.0,0.0,3611,39816,54165,14349
6735,0.0,0.0,0.0,3611,39820,54165,14345
6737,0.0,0.0,0.0,3611,39824,54165,14341
6738,0.0,0.0,0.0,3611,39828,54165,14337
6739,0.0,0.0,0.0,3611,39832,54165,14333
6740,0.0,0.0,0.0,3611,39836,54165,14329
6741,0.0,0.0,0.0,3611,39840,54165,14325
6743,0.0,0.0,0.0,3611,39844,54165,14321
6744,0.0,0.0,0.0,3611,39848,54165,14317
6745,0.0,0.0,0.0,3611,39852,54165,14313
6746,0.0,0.0,0.0,3611,39856,54165,14309
6747,0.0,0.0,0.0,3611,39860,54165,14305
6750,0.0,0.0,0.0,3611,39864,54165,14301
6751,0.0,0.0,0.0,3611,39868,54165,14297
6753,0.0,0.0,0.0,3611,39872,54165,14293
6755,0.0,0.0,0.0,3611,39876,54165,14289
6758,0.0,0.0,0.0,3611,39880,54165,14285
6760,0.0,0.0,0.0,3611,39884,54165,14281
6761,0.0,0.0,0.0,3611,39888,54165,14277
6762,0.0,0.0,0.0,3611,39892,54165,14273
6764,0.0,0.0,0.0,3611,39896,54165,14269
