index,actual,predicted,probability,cumul_pos
5224,0.0,0.0,0.0,3611
5225,0.0,0.0,0.0,3611
5227,0.0,0.0,0.0,3611
5228,0.0,0.0,0.0,3611
5229,0.0,0.0,0.0,3611
5230,0.0,0.0,0.0,3611
5231,0.0,0.0,0.0,3611
5232,0.0,0.0,0.0,3611
5233,0.0,0.0,0.0,3611
5234,0.0,0.0,0.0,3611
5235,0.0,0.0,0.0,3611
5236,0.0,0.0,0.0,3611
5237,0.0,0.0,0.0,3611
5238,0.0,0.0,0.0,3611
5239,0.0,0.0,0.0,3611
5240,0.0,0.0,0.0,3611
5241,0.0,0.0,0.0,3611
5242,0.0,0.0,0.0,3611
5243,0.0,0.0,0.0,3611
5244,0.0,0.0,0.0,3611
5245,0.0,0.0,0.0,3611
5246,0.0,0.0,0.0,3611
5247,0.0,0.0,0.0,3611
5248,0.0,0.0,0.0,3611
5251,0.0,0.0,0.0,3611
5252,0.0,0.0,0.0,3611
5253,0.0,0.0,0.0,3611
5254,0.0,0.0,0.0,3611
5255,0.0,0.0,0.0,3611
5256,0.0,0.0,0.0,3611
5258,0.0,0.0,0.0,3611
5259,0.0,0.0,0.0,3611
5260,0.0,0.0,0.0,3611
5262,0.0,0.0,0.0,3611
5263,0.0,0.0,0.0,3611
5265,0.0,0.0,0.0,3611
5266,0.0,0.0,0.0,3611
5267,0.0,0.0,0.0,3611
5270,0.0,0.0,0.0,3611
5272,0.0,0.0,0.0,3611
5274,0.0,0.0,0.0,3611
5275,0.0,0.0,0.0,3611
5276,0.0,0.0,0.0,3611
5277,0.0,0.0,0.0,3611
5279,0.0,0.0,0.0,3611
5280,0.0,0.0,0.0,3611
5281,0.0,0.0,0.0,3611
5283,0.0,0.0,0.0,3611
5284,0.0,0.0,0.0,3611
5285,0.0,0.0,0.0,3611
5286,0.0,0.0,0.0,3611
5288,0.0,0.0,0.0,3611
5290,0.0,0.0,0.0,3611
5291,0.0,0.0,0.0,3611
5292,0.0,0.0,0.0,3611
5293,0.0,0.0,0.0,3611
5294,0.0,0.0,0.0,3611
5295,0.0,0.0,0.0,3611
5296,0.0,0.0,0.0,3611
5297,0.0,0.0,0.0,3611
5298,0.0,0.0,0.0,3611
5299,0.0,0.0,0.0,3611
5300,0.0,0.0,0.0,3611
5303,0.0,0.0,0.0,3611
5305,0.0,0.0,0.0,3611
5306,0.0,0.0,0.0,3611
5307,0.0,0.0,0.0,3611
5308,0.0,0.0,0.0,3611
5309,0.0,0.0,0.0,3611
5310,0.0,0.0,0.0,3611
5311,0.0,0.0,0.0,3611
5312,0.0,0.0,0.0,3611
5313,0.0,0.0,0.0,3611
5314,0.0,0.0,0.0,3611
5315,0.0,0.0,0.0,3611
5317,0.0,0.0,0.0,3611
5318,0.0,0.0,0.0,3611
5319,0.0,0.0,0.0,3611
5320,0.0,0.0,0.0,3611
5321,0.0,0.0,0.0,3611
5322,0.0,0.0,0.0,3611
5323,0.0,0.0,0.0,3611
5324,0.0,0.0,0.0,3611
5326,0.0,0.0,0.0,3611
5327,0.0,0.0,0.0,3611
5328,0.0,0.0,0.0,3611
5329,0.0,0.0,0.0,3611
5331,0.0,0.0,0.0,3611
5332,0.0,0.0,0.0,3611
5333,0.0,0.0,0.0,3611
5334,0.0,0.0,0.0,3611
5335,0.0,0.0,0.0,3611
5336,0.0,0.0,0.0,3611
5337,0.0,0.0,0.0,3611
5338,0.0,0.0,0.0,3611
5340,0.0,0.0,0.0,3611
5342,0.0,0.0,0.0,3611
5343,0.0,0.0,0.0,3611
5344,0.0,0.0,0.0,3611
5345,0.0,0.0,0.0,3611
5346,0.0,0.0,0.0,3611
5348,0.0,0.0,0.0,3611
5349,0.0,0.0,0.0,3611
5350,0.0,0.0,0.0,3611
5351,0.0,0.0,0.0,3611
5352,0.0,0.0,0.0,3611
5353,0.0,0.0,0.0,3611
5354,0.0,0.0,0.0,3611
5358,0.0,0.0,0.0,3611
5359,0.0,0.0,0.0,3611
5360,0.0,0.0,0.0,3611
5362,0.0,0.0,0.0,3611
5363,0.0,0.0,0.0,3611
5364,0.0,0.0,0.0,3611
5365,0.0,0.0,0.0,3611
5366,0.0,0.0,0.0,3611
5367,0.0,0.0,0.0,3611
5368,0.0,0.0,0.0,3611
5369,0.0,0.0,0.0,3611
5370,0.0,0.0,0.0,3611
5371,0.0,0.0,0.0,3611
5372,0.0,0.0,0.0,3611
5373,0.0,0.0,0.0,3611
5374,0.0,0.0,0.0,3611
5376,0.0,0.0,0.0,3611
5377,0.0,0.0,0.0,3611
5378,0.0,0.0,0.0,3611
5379,0.0,0.0,0.0,3611
5380,0.0,0.0,0.0,3611
5381,0.0,0.0,0.0,3611
5382,0.0,0.0,0.0,3611
5384,0.0,0.0,0.0,3611
5385,0.0,0.0,0.0,3611
5386,0.0,0.0,0.0,3611
5387,0.0,0.0,0.0,3611
5388,0.0,0.0,0.0,3611
5389,0.0,0.0,0.0,3611
5390,0.0,0.0,0.0,3611
5391,0.0,0.0,0.0,3611
5392,0.0,0.0,0.0,3611
5393,0.0,0.0,0.0,3611
5394,0.0,0.0,0.0,3611
5395,0.0,0.0,0.0,3611
5397,0.0,0.0,0.0,3611
5398,0.0,0.0,0.0,3611
5399,0.0,0.0,0.0,3611
5400,0.0,0.0,0.0,3611
5402,0.0,0.0,0.0,3611
5405,0.0,0.0,0.0,3611
5407,0.0,0.0,0.0,3611
5408,0.0,0.0,0.0,3611
5409,0.0,0.0,0.0,3611
5411,0.0,0.0,0.0,3611
5413,0.0,0.0,0.0,3611
5414,0.0,0.0,0.0,3611
5416,0.0,0.0,0.0,3611
5417,0.0,0.0,0.0,3611
5418,0.0,0.0,0.0,3611
5419,0.0,0.0,0.0,3611
5420,0.0,0.0,0.0,3611
5421,0.0,0.0,0.0,3611
5422,0.0,0.0,0.0,3611
5423,0.0,0.0,0.0,3611
5424,0.0,0.0,0.0,3611
5425,0.0,0.0,0.0,3611
5426,0.0,0.0,0.0,3611
5428,0.0,0.0,0.0,3611
5429,0.0,0.0,0.0,3611
5430,0.0,0.0,0.0,3611
5431,0.0,0.0,0.0,3611
5432,0.0,0.0,0.0,3611
5433,0.0,0.0,0.0,3611
5435,0.0,0.0,0.0,3611
5436,0.0,0.0,0.0,3611
5437,0.0,0.0,0.0,3611
5439,0.0,0.0,0.0,3611
5440,0.0,0.0,0.0,3611
5441,0.0,0.0,0.0,3611
5442,0.0,0.0,0.0,3611
5443,0.0,0.0,0.0,3611
5444,0.0,0.0,0.0,3611
5445,0.0,0.0,0.0,3611
5446,0.0,0.0,0.0,3611
5447,0.0,0.0,0.0,3611
5448,0.0,0.0,0.0,3611
5449,0.0,0.0,0.0,3611
5450,0.0,0.0,0.0,3611
5451,0.0,0.0,0.0,3611
5452,0.0,0.0,0.0,3611
5453,0.0,0.0,0.0,3611
5454,0.0,0.0,0.0,3611
5455,0.0,0.0,0.0,3611
5457,0.0,0.0,0.0,3611
5458,0.0,0.0,0.0,3611
5459,0.0,0.0,0.0,3611
5460,0.0,0.0,0.0,3611
5461,0.0,0.0,0.0,3611
5462,0.0,0.0,0.0,3611
5464,0.0,0.0,0.0,3611
5465,0.0,0.0,0.0,3611
5466,0.0,0.0,0.0,3611
5467,0.0,0.0,0.0,3611
5471,0.0,0.0,0.0,3611
5472,0.0,0.0,0.0,3611
5473,0.0,0.0,0.0,3611
5474,0.0,0.0,0.0,3611
5476,0.0,0.0,0.0,3611
5477,0.0,0.0,0.0,3611
5480,0.0,0.0,0.0,3611
5481,0.0,0.0,0.0,3611
5483,0.0,0.0,0.0,3611
5485,0.0,0.0,0.0,3611
5486,0.0,0.0,0.0,3611
5487,0.0,0.0,0.0,3611
5488,0.0,0.0,0.0,3611
5489,0.0,0.0,0.0,3611
5491,0.0,0.0,0.0,3611
5492,0.0,0.0,0.0,3611
5493,0.0,0.0,0.0,3611
5494,0.0,0.0,0.0,3611
5495,0.0,0.0,0.0,3611
5496,0.0,0.0,0.0,3611
5497,0.0,0.0,0.0,3611
5498,0.0,0.0,0.0,3611
5499,0.0,0.0,0.0,3611
5501,0.0,0.0,0.0,3611
5502,0.0,0.0,0.0,3611
5503,0.0,0.0,0.0,3611
5504,0.0,0.0,0.0,3611
5505,0.0,0.0,0.0,3611
5506,0.0,0.0,0.0,3611
5507,0.0,0.0,0.0,3611
5509,0.0,0.0,0.0,3611
5510,0.0,0.0,0.0,3611
5511,0.0,0.0,0.0,3611
5512,0.0,0.0,0.0,3611
5513,0.0,0.0,0.0,3611
5514,0.0,0.0,0.0,3611
5515,0.0,0.0,0.0,3611
5516,0.0,0.0,0.0,3611
5517,0.0,0.0,0.0,3611
5518,0.0,0.0,0.0,3611
5519,0.0,0.0,0.0,3611
5520,0.0,0.0,0.0,3611
5521,0.0,0.0,0.0,3611
5523,0.0,0.0,0.0,3611
5524,0.0,0.0,0.0,3611
5527,0.0,0.0,0.0,3611
5528,0.0,0.0,0.0,3611
5529,0.0,0.0,0.0,3611
5532,0.0,0.0,0.0,3611
5533,0.0,0.0,0.0,3611
5534,0.0,0.0,0.0,3611
5535,0.0,0.0,0.0,3611
5536,0.0,0.0,0.0,3611
5537,0.0,0.0,0.0,3611
5538,0.0,0.0,0.0,3611
5539,0.0,0.0,0.0,3611
5540,0.0,0.0,0.0,3611
5541,0.0,0.0,0.0,3611
5543,0.0,0.0,0.0,3611
5544,0.0,0.0,0.0,3611
5545,0.0,0.0,0.0,3611
5546,0.0,0.0,0.0,3611
5548,0.0,0.0,0.0,3611
5549,0.0,0.0,0.0,3611
5550,0.0,0.0,0.0,3611
5551,0.0,0.0,0.0,3611
5552,0.0,0.0,0.0,3611
5553,0.0,0.0,0.0,3611
5554,0.0,0.0,0.0,3611
5555,0.0,0.0,0.0,3611
5556,0.0,0.0,0.0,3611
5557,0.0,0.0,0.0,3611
5558,0.0,0.0,0.0,3611
5559,0.0,0.0,0.0,3611
5562,0.0,0.0,0.0,3611
5563,0.0,0.0,0.0,3611
5564,0.0,0.0,0.0,3611
5565,0.0,0.0,0.0,3611
5566,0.0,0.0,0.0,3611
5567,0.0,0.0,0.0,3611
5569,0.0,0.0,0.0,3611
5571,0.0,0.0,0.0,3611
5572,0.0,0.0,0.0,3611
5574,0.0,0.0,0.0,3611
5575,0.0,0.0,0.0,3611
5576,0.0,0.0,0.0,3611
5577,0.0,0.0,0.0,3611
5578,0.0,0.0,0.0,3611
5579,0.0,0.0,0.0,3611
5580,0.0,0.0,0.0,3611
5581,0.0,0.0,0.0,3611
5582,0.0,0.0,0.0,3611
5583,0.0,0.0,0.0,3611
5584,0.0,0.0,0.0,3611
5586,0.0,0.0,0.0,3611
5587,0.0,0.0,0.0,3611
5588,0.0,0.0,0.0,3611
5589,0.0,0.0,0.0,3611
5590,0.0,0.0,0.0,3611
5591,0.0,0.0,0.0,3611
5592,0.0,0.0,0.0,3611
5593,0.0,0.0,0.0,3611
5595,0.0,0.0,0.0,3611
5596,0.0,0.0,0.0,3611
5597,0.0,0.0,0.0,3611
5599,0.0,0.0,0.0,3611
5600,0.0,0.0,0.0,3611
5603,0.0,0.0,0.0,3611
5604,0.0,0.0,0.0,3611
5606,0.0,0.0,0.0,3611
5607,0.0,0.0,0.0,3611
5608,0.0,0.0,0.0,3611
5609,0.0,0.0,0.0,3611
5610,0.0,0.0,0.0,3611
5611,0.0,0.0,0.0,3611
5612,0.0,0.0,0.0,3611
5613,0.0,0.0,0.0,3611
5614,0.0,0.0,0.0,3611
5615,0.0,0.0,0.0,3611
5617,0.0,0.0,0.0,3611
5618,0.0,0.0,0.0,3611
5619,0.0,0.0,0.0,3611
5620,0.0,0.0,0.0,3611
5621,0.0,0.0,0.0,3611
5623,0.0,0.0,0.0,3611
5624,0.0,0.0,0.0,3611
5625,0.0,0.0,0.0,3611
5626,0.0,0.0,0.0,3611
5628,0.0,0.0,0.0,3611
5629,0.0,0.0,0.0,3611
5630,0.0,0.0,0.0,3611
5632,0.0,0.0,0.0,3611
5633,0.0,0.0,0.0,3611
5634,0.0,0.0,0.0,3611
5635,0.0,0.0,0.0,3611
5636,0.0,0.0,0.0,3611
5638,0.0,0.0,0.0,3611
5639,0.0,0.0,0.0,3611
5640,0.0,0.0,0.0,3611
5641,0.0,0.0,0.0,3611
5644,0.0,0.0,0.0,3611
5645,0.0,0.0,0.0,3611
5646,0.0,0.0,0.0,3611
5647,0.0,0.0,0.0,3611
5648,0.0,0.0,0.0,3611
5650,0.0,0.0,0.0,3611
5651,0.0,0.0,0.0,3611
5652,0.0,0.0,0.0,3611
5653,0.0,0.0,0.0,3611
5654,0.0,0.0,0.0,3611
5655,0.0,0.0,0.0,3611
5656,0.0,0.0,0.0,3611
5657,0.0,0.0,0.0,3611
5658,0.0,0.0,0.0,3611
5659,0.0,0.0,0.0,3611
5660,0.0,0.0,0.0,3611
5661,0.0,0.0,0.0,3611
5662,0.0,0.0,0.0,3611
5663,0.0,0.0,0.0,3611
5665,0.0,0.0,0.0,3611
5666,0.0,0.0,0.0,3611
5667,0.0,0.0,0.0,3611
5668,0.0,0.0,0.0,3611
5669,0.0,0.0,0.0,3611
5671,0.0,0.0,0.0,3611
5672,0.0,0.0,0.0,3611
5673,0.0,0.0,0.0,3611
5674,0.0,0.0,0.0,3611
5675,0.0,0.0,0.0,3611
5676,0.0,0.0,0.0,3611
5677,0.0,0.0,0.0,3611
5679,0.0,0.0,0.0,3611
5680,0.0,0.0,0.0,3611
5681,0.0,0.0,0.0,3611
5682,0.0,0.0,0.0,3611
5684,0.0,0.0,0.0,3611
5685,0.0,0.0,0.0,3611
5686,0.0,0.0,0.0,3611
5687,0.0,0.0,0.0,3611
5688,0.0,0.0,0.0,3611
5689,0.0,0.0,0.0,3611
5690,0.0,0.0,0.0,3611
5691,0.0,0.0,0.0,3611
5694,0.0,0.0,0.0,3611
5695,0.0,0.0,0.0,3611
5696,0.0,0.0,0.0,3611
5697,0.0,0.0,0.0,3611
5698,0.0,0.0,0.0,3611
5699,0.0,0.0,0.0,3611
5700,0.0,0.0,0.0,3611
5701,0.0,0.0,0.0,3611
5703,0.0,0.0,0.0,3611
5704,0.0,0.0,0.0,3611
5705,0.0,0.0,0.0,3611
5706,0.0,0.0,0.0,3611
5707,0.0,0.0,0.0,3611
5708,0.0,0.0,0.0,3611
5709,0.0,0.0,0.0,3611
5710,0.0,0.0,0.0,3611
5711,0.0,0.0,0.0,3611
5712,0.0,0.0,0.0,3611
5714,0.0,0.0,0.0,3611
5717,0.0,0.0,0.0,3611
5718,0.0,0.0,0.0,3611
5720,0.0,0.0,0.0,3611
5721,0.0,0.0,0.0,3611
5722,0.0,0.0,0.0,3611
5723,0.0,0.0,0.0,3611
5724,0.0,0.0,0.0,3611
5728,0.0,0.0,0.0,3611
5729,0.0,0.0,0.0,3611
5730,0.0,0.0,0.0,3611
5731,0.0,0.0,0.0,3611
5733,0.0,0.0,0.0,3611
5734,0.0,0.0,0.0,3611
5736,0.0,0.0,0.0,3611
5737,0.0,0.0,0.0,3611
5739,0.0,0.0,0.0,3611
5740,0.0,0.0,0.0,3611
5741,0.0,0.0,0.0,3611
5742,0.0,0.0,0.0,3611
5743,0.0,0.0,0.0,3611
5745,0.0,0.0,0.0,3611
5746,0.0,0.0,0.0,3611
5747,0.0,0.0,0.0,3611
5748,0.0,0.0,0.0,3611
5749,0.0,0.0,0.0,3611
5750,0.0,0.0,0.0,3611
5751,0.0,0.0,0.0,3611
5753,0.0,0.0,0.0,3611
5754,0.0,0.0,0.0,3611
5756,0.0,0.0,0.0,3611
5757,0.0,0.0,0.0,3611
5760,0.0,0.0,0.0,3611
5761,0.0,0.0,0.0,3611
5762,0.0,0.0,0.0,3611
5763,0.0,0.0,0.0,3611
5764,0.0,0.0,0.0,3611
5767,0.0,0.0,0.0,3611
5769,0.0,0.0,0.0,3611
5770,0.0,0.0,0.0,3611
5772,0.0,0.0,0.0,3611
5773,0.0,0.0,0.0,3611
5774,0.0,0.0,0.0,3611
5776,0.0,0.0,0.0,3611
5777,0.0,0.0,0.0,3611
5778,0.0,0.0,0.0,3611
5779,0.0,0.0,0.0,3611
5781,0.0,0.0,0.0,3611
5782,0.0,0.0,0.0,3611
5783,0.0,0.0,0.0,3611
5784,0.0,0.0,0.0,3611
5785,0.0,0.0,0.0,3611
5786,0.0,0.0,0.0,3611
5787,0.0,0.0,0.0,3611
5788,0.0,0.0,0.0,3611
5789,0.0,0.0,0.0,3611
5790,0.0,0.0,0.0,3611
5791,0.0,0.0,0.0,3611
5792,0.0,0.0,0.0,3611
5793,0.0,0.0,0.0,3611
5794,0.0,0.0,0.0,3611
5795,0.0,0.0,0.0,3611
5796,0.0,0.0,0.0,3611
5797,0.0,0.0,0.0,3611
5798,0.0,0.0,0.0,3611
5803,0.0,0.0,0.0,3611
5804,0.0,0.0,0.0,3611
5805,0.0,0.0,0.0,3611
5806,0.0,0.0,0.0,3611
5807,0.0,0.0,0.0,3611
5808,0.0,0.0,0.0,3611
5809,0.0,0.0,0.0,3611
5810,0.0,0.0,0.0,3611
5811,0.0,0.0,0.0,3611
5812,0.0,0.0,0.0,3611
5813,0.0,0.0,0.0,3611
5814,0.0,0.0,0.0,3611
5815,0.0,0.0,0.0,3611
5817,0.0,0.0,0.0,3611
5818,0.0,0.0,0.0,3611
5819,0.0,0.0,0.0,3611
5820,0.0,0.0,0.0,3611
5821,0.0,0.0,0.0,3611
5823,0.0,0.0,0.0,3611
5824,0.0,0.0,0.0,3611
5825,0.0,0.0,0.0,3611
5826,0.0,0.0,0.0,3611
5827,0.0,0.0,0.0,3611
5828,0.0,0.0,0.0,3611
5829,0.0,0.0,0.0,3611
5831,0.0,0.0,0.0,3611
5832,0.0,0.0,0.0,3611
5833,0.0,0.0,0.0,3611
5834,0.0,0.0,0.0,3611
5835,0.0,0.0,0.0,3611
5836,0.0,0.0,0.0,3611
5838,0.0,0.0,0.0,3611
5839,0.0,0.0,0.0,3611
5841,0.0,0.0,0.0,3611
5842,0.0,0.0,0.0,3611
5843,0.0,0.0,0.0,3611
5844,0.0,0.0,0.0,3611
5845,0.0,0.0,0.0,3611
5846,0.0,0.0,0.0,3611
5847,0.0,0.0,0.0,3611
5849,0.0,0.0,0.0,3611
5850,0.0,0.0,0.0,3611
5851,0.0,0.0,0.0,3611
5853,0.0,0.0,0.0,3611
5855,0.0,0.0,0.0,3611
5856,0.0,0.0,0.0,3611
5858,0.0,0.0,0.0,3611
5860,0.0,0.0,0.0,3611
5862,0.0,0.0,0.0,3611
5863,0.0,0.0,0.0,3611
5864,0.0,0.0,0.0,3611
5866,0.0,0.0,0.0,3611
5867,0.0,0.0,0.0,3611
5868,0.0,0.0,0.0,3611
5869,0.0,0.0,0.0,3611
5870,0.0,0.0,0.0,3611
5872,0.0,0.0,0.0,3611
5873,0.0,0.0,0.0,3611
5876,0.0,0.0,0.0,3611
5878,0.0,0.0,0.0,3611
5879,0.0,0.0,0.0,3611
5880,0.0,0.0,0.0,3611
5881,0.0,0.0,0.0,3611
5882,0.0,0.0,0.0,3611
5886,0.0,0.0,0.0,3611
5887,0.0,0.0,0.0,3611
5888,0.0,0.0,0.0,3611
5890,0.0,0.0,0.0,3611
5891,0.0,0.0,0.0,3611
5892,0.0,0.0,0.0,3611
5894,0.0,0.0,0.0,3611
5895,0.0,0.0,0.0,3611
5896,0.0,0.0,0.0,3611
5897,0.0,0.0,0.0,3611
5898,0.0,0.0,0.0,3611
5899,0.0,0.0,0.0,3611
5900,0.0,0.0,0.0,3611
5901,0.0,0.0,0.0,3611
5902,0.0,0.0,0.0,3611
5903,0.0,0.0,0.0,3611
5904,0.0,0.0,0.0,3611
5906,0.0,0.0,0.0,3611
5907,0.0,0.0,0.0,3611
5909,0.0,0.0,0.0,3611
5910,0.0,0.0,0.0,3611
5911,0.0,0.0,0.0,3611
5912,0.0,0.0,0.0,3611
5915,0.0,0.0,0.0,3611
5916,0.0,0.0,0.0,3611
5917,0.0,0.0,0.0,3611
5918,0.0,0.0,0.0,3611
5919,0.0,0.0,0.0,3611
5920,0.0,0.0,0.0,3611
5921,0.0,0.0,0.0,3611
5924,0.0,0.0,0.0,3611
5925,0.0,0.0,0.0,3611
5929,0.0,0.0,0.0,3611
5930,0.0,0.0,0.0,3611
5932,0.0,0.0,0.0,3611
5933,0.0,0.0,0.0,3611
5935,0.0,0.0,0.0,3611
5936,0.0,0.0,0.0,3611
5937,0.0,0.0,0.0,3611
5938,0.0,0.0,0.0,3611
5939,0.0,0.0,0.0,3611
5941,0.0,0.0,0.0,3611
5942,0.0,0.0,0.0,3611
5944,0.0,0.0,0.0,3611
5946,0.0,0.0,0.0,3611
5947,0.0,0.0,0.0,3611
5948,0.0,0.0,0.0,3611
5949,0.0,0.0,0.0,3611
5950,0.0,0.0,0.0,3611
5952,0.0,0.0,0.0,3611
5954,0.0,0.0,0.0,3611
5957,0.0,0.0,0.0,3611
5959,0.0,0.0,0.0,3611
5960,0.0,0.0,0.0,3611
5961,0.0,0.0,0.0,3611
5962,0.0,0.0,0.0,3611
5963,0.0,0.0,0.0,3611
5964,0.0,0.0,0.0,3611
5965,0.0,0.0,0.0,3611
5966,0.0,0.0,0.0,3611
5968,0.0,0.0,0.0,3611
5970,0.0,0.0,0.0,3611
5971,0.0,0.0,0.0,3611
5972,0.0,0.0,0.0,3611
5973,0.0,0.0,0.0,3611
5974,0.0,0.0,0.0,3611
5975,0.0,0.0,0.0,3611
5976,0.0,0.0,0.0,3611
5977,0.0,0.0,0.0,3611
5978,0.0,0.0,0.0,3611
5979,0.0,0.0,0.0,3611
5980,0.0,0.0,0.0,3611
5982,0.0,0.0,0.0,3611
5986,0.0,0.0,0.0,3611
5988,0.0,0.0,0.0,3611
5989,0.0,0.0,0.0,3611
5990,0.0,0.0,0.0,3611
5992,0.0,0.0,0.0,3611
5994,0.0,0.0,0.0,3611
5995,0.0,0.0,0.0,3611
5996,0.0,0.0,0.0,3611
5997,0.0,0.0,0.0,3611
5998,0.0,0.0,0.0,3611
5999,0.0,0.0,0.0,3611
6000,0.0,0.0,0.0,3611
6001,0.0,0.0,0.0,3611
6002,0.0,0.0,0.0,3611
6003,0.0,0.0,0.0,3611
6004,0.0,0.0,0.0,3611
6006,0.0,0.0,0.0,3611
6007,0.0,0.0,0.0,3611
6009,0.0,0.0,0.0,3611
6011,0.0,0.0,0.0,3611
6013,0.0,0.0,0.0,3611
6014,0.0,0.0,0.0,3611
6016,0.0,0.0,0.0,3611
6017,0.0,0.0,0.0,3611
6018,0.0,0.0,0.0,3611
6019,0.0,0.0,0.0,3611
6020,0.0,0.0,0.0,3611
6021,0.0,0.0,0.0,3611
6022,0.0,0.0,0.0,3611
6023,0.0,0.0,0.0,3611
6024,0.0,0.0,0.0,3611
6025,0.0,0.0,0.0,3611
6026,0.0,0.0,0.0,3611
6027,0.0,0.0,0.0,3611
6028,0.0,0.0,0.0,3611
6030,0.0,0.0,0.0,3611
6031,0.0,0.0,0.0,3611
6032,0.0,0.0,0.0,3611
6033,0.0,0.0,0.0,3611
6034,0.0,0.0,0.0,3611
6035,0.0,0.0,0.0,3611
6037,0.0,0.0,0.0,3611
6039,0.0,0.0,0.0,3611
6041,0.0,0.0,0.0,3611
6042,0.0,0.0,0.0,3611
6043,0.0,0.0,0.0,3611
6044,0.0,0.0,0.0,3611
6045,0.0,0.0,0.0,3611
6046,0.0,0.0,0.0,3611
6049,0.0,0.0,0.0,3611
6051,0.0,0.0,0.0,3611
6052,0.0,0.0,0.0,3611
6053,0.0,0.0,0.0,3611
6054,0.0,0.0,0.0,3611
6055,0.0,0.0,0.0,3611
6056,0.0,0.0,0.0,3611
6057,0.0,0.0,0.0,3611
6058,0.0,0.0,0.0,3611
6059,0.0,0.0,0.0,3611
6062,0.0,0.0,0.0,3611
6063,0.0,0.0,0.0,3611
6064,0.0,0.0,0.0,3611
6065,0.0,0.0,0.0,3611
6066,0.0,0.0,0.0,3611
6067,0.0,0.0,0.0,3611
6068,0.0,0.0,0.0,3611
6069,0.0,0.0,0.0,3611
6070,0.0,0.0,0.0,3611
6072,0.0,0.0,0.0,3611
6075,0.0,0.0,0.0,3611
6077,0.0,0.0,0.0,3611
6078,0.0,0.0,0.0,3611
6080,0.0,0.0,0.0,3611
6081,0.0,0.0,0.0,3611
6083,0.0,0.0,0.0,3611
6085,0.0,0.0,0.0,3611
6086,0.0,0.0,0.0,3611
6087,0.0,0.0,0.0,3611
6088,0.0,0.0,0.0,3611
6090,0.0,0.0,0.0,3611
6091,0.0,0.0,0.0,3611
6092,0.0,0.0,0.0,3611
6093,0.0,0.0,0.0,3611
6095,0.0,0.0,0.0,3611
6096,0.0,0.0,0.0,3611
6097,0.0,0.0,0.0,3611
6098,0.0,0.0,0.0,3611
6099,0.0,0.0,0.0,3611
6100,0.0,0.0,0.0,3611
6101,0.0,0.0,0.0,3611
6102,0.0,0.0,0.0,3611
6107,0.0,0.0,0.0,3611
6108,0.0,0.0,0.0,3611
6109,0.0,0.0,0.0,3611
6110,0.0,0.0,0.0,3611
6113,0.0,0.0,0.0,3611
6114,0.0,0.0,0.0,3611
6115,0.0,0.0,0.0,3611
6116,0.0,0.0,0.0,3611
6118,0.0,0.0,0.0,3611
6119,0.0,0.0,0.0,3611
6120,0.0,0.0,0.0,3611
6121,0.0,0.0,0.0,3611
6122,0.0,0.0,0.0,3611
6123,0.0,0.0,0.0,3611
6124,0.0,0.0,0.0,3611
6126,0.0,0.0,0.0,3611
6129,0.0,0.0,0.0,3611
6130,0.0,0.0,0.0,3611
6131,0.0,0.0,0.0,3611
6132,0.0,0.0,0.0,3611
6133,0.0,0.0,0.0,3611
6134,0.0,0.0,0.0,3611
6136,0.0,0.0,0.0,3611
6137,0.0,0.0,0.0,3611
6138,0.0,0.0,0.0,3611
6139,0.0,0.0,0.0,3611
6140,0.0,0.0,0.0,3611
6141,0.0,0.0,0.0,3611
6142,0.0,0.0,0.0,3611
6143,0.0,0.0,0.0,3611
6144,0.0,0.0,0.0,3611
6145,0.0,0.0,0.0,3611
6146,0.0,0.0,0.0,3611
6147,0.0,0.0,0.0,3611
6148,0.0,0.0,0.0,3611
6149,0.0,0.0,0.0,3611
6150,0.0,0.0,0.0,3611
6153,0.0,0.0,0.0,3611
6155,0.0,0.0,0.0,3611
6156,0.0,0.0,0.0,3611
6157,0.0,0.0,0.0,3611
6158,0.0,0.0,0.0,3611
6160,0.0,0.0,0.0,3611
6161,0.0,0.0,0.0,3611
6162,0.0,0.0,0.0,3611
6163,0.0,0.0,0.0,3611
6164,0.0,0.0,0.0,3611
6165,0.0,0.0,0.0,3611
6167,0.0,0.0,0.0,3611
6168,0.0,0.0,0.0,3611
6169,0.0,0.0,0.0,3611
6171,0.0,0.0,0.0,3611
6172,0.0,0.0,0.0,3611
6173,0.0,0.0,0.0,3611
6174,0.0,0.0,0.0,3611
6175,0.0,0.0,0.0,3611
6176,0.0,0.0,0.0,3611
6177,0.0,0.0,0.0,3611
6178,0.0,0.0,0.0,3611
6180,0.0,0.0,0.0,3611
6181,0.0,0.0,0.0,3611
6182,0.0,0.0,0.0,3611
6183,0.0,0.0,0.0,3611
6184,0.0,0.0,0.0,3611
6185,0.0,0.0,0.0,3611
6186,0.0,0.0,0.0,3611
6187,0.0,0.0,0.0,3611
6188,0.0,0.0,0.0,3611
6190,0.0,0.0,0.0,3611
6191,0.0,0.0,0.0,3611
6192,0.0,0.0,0.0,3611
6193,0.0,0.0,0.0,3611
6195,0.0,0.0,0.0,3611
6198,0.0,0.0,0.0,3611
6199,0.0,0.0,0.0,3611
6200,0.0,0.0,0.0,3611
6201,0.0,0.0,0.0,3611
6202,0.0,0.0,0.0,3611
6204,0.0,0.0,0.0,3611
6206,0.0,0.0,0.0,3611
